,,Control,15c,15c,Control,15an,15a,15an,15a
ENSG00000212496,,4,0,0,0,13,0,0,0
ENSG00000278842,,0,12,0,6,0,0,0,27
ENSG00000185958,,0,4,20,8,20,24,18,22
ENSG00000161813,,909,1503,329,993,2313,1247,958,741
ENSG00000066084,,814,1249,320,898,2112,1157,934,779
ENSG00000200183,,0,0,0,6,0,0,0,0
ENSG00000200428,,0,0,0,0,8,0,0,0
ENSG00000271018,,0,0,0,0,12,0,0,0
ENSG00000123268,,217,211,101,149,288,217,213,77
ENSG00000243075,,0,0,0,2,4,0,0,0
ENSG00000185432,,120,58,3,185,109,93,18,37
ENSG00000274156,,0,2,0,0,0,0,0,0
ENSG00000271596,,0,0,0,0,0,0,0,0
ENSG00000110911,,258,752,95,501,725,633,586,296
ENSG00000272028,,4,0,0,0,0,7,0,0
ENSG00000050426,,307,372,124,268,672,388,432,168
ENSG00000277201,,0,0,0,2,0,11,0,0
ENSG00000110925,,98,376,173,218,568,304,381,145
ENSG00000135457,,211,359,136,315,623,538,278,227
ENSG00000244540,,0,0,0,0,0,0,0,0
ENSG00000257246,,0,24,10,32,0,16,0,0
ENSG00000200953,,0,0,0,1,0,8,0,2
ENSG00000199824,,0,16,0,0,0,4,0,0
ENSG00000184271,,18,114,17,30,100,37,54,52
ENSG00000278126,,14,27,14,4,28,27,19,0
ENSG00000183283,,750,1832,339,1145,2908,1786,1260,1103
ENSG00000170545,,132,234,28,132,350,197,87,57
ENSG00000110934,,0,0,0,18,23,0,16,0
ENSG00000139629,,0,14,0,0,24,0,0,0
ENSG00000050438,,0,0,0,0,0,0,0,0
ENSG00000271065,,0,0,0,0,0,4,0,0
ENSG00000196876,,0,0,0,0,0,0,0,0
ENSG00000257851,,4,2,0,2,10,0,20,10
ENSG00000261586,,0,0,0,0,0,0,0,0
ENSG00000261308,,0,0,0,0,0,0,0,0
ENSG00000260473,,0,0,0,0,0,0,0,0
ENSG00000258021,,0,0,0,0,3,0,2,0
ENSG00000139567,,0,0,0,0,20,6,15,10
ENSG00000135503,,89,424,130,292,624,396,196,261
ENSG00000206992,,0,0,0,0,1,6,0,0
ENSG00000161835,,0,0,0,0,0,8,2,0
ENSG00000123358,,22,106,28,105,58,86,46,30
ENSG00000123395,,211,573,91,230,877,470,382,389
ENSG00000257542,,0,0,0,0,0,17,0,0
ENSG00000272724,,0,0,0,0,0,0,6,0
ENSG00000167767,,75,138,24,113,154,172,75,10
ENSG00000257137,,0,0,0,2,0,0,34,0
ENSG00000258279,,0,0,0,0,0,2,0,20
ENSG00000135480,,86,278,127,129,717,329,192,186
ENSG00000257671,,18,16,14,0,12,6,0,4
ENSG00000170442,,36,54,14,26,150,67,11,47
ENSG00000135477,,0,23,2,0,21,10,4,14
ENSG00000257830,,0,0,0,0,0,0,0,0
ENSG00000205426,,4,5,0,0,58,45,27,4
ENSG00000257829,,5,25,16,3,8,2,0,0
ENSG00000170523,,16,10,0,12,2,4,1,6
ENSG00000274928,,0,0,0,0,0,0,0,0
ENSG00000135443,,0,0,0,0,2,14,0,0
ENSG00000189182,,0,0,0,0,0,0,0,0
ENSG00000257675,,0,0,0,0,0,2,0,0
ENSG00000186442,,0,0,0,0,5,0,0,0
ENSG00000185640,,0,21,0,0,8,0,0,0
ENSG00000170423,,0,0,0,0,0,0,22,14
ENSG00000241146,,0,0,0,23,0,0,0,0
ENSG00000170421,,14411,23800,7995,20118,39710,30143,13976,15619
ENSG00000278185,,6,28,3,8,60,26,18,18
ENSG00000111057,,1873,2347,795,2520,4633,3034,2121,2170
ENSG00000063046,,1496,3045,897,2280,6385,3611,2475,1958
ENSG00000257475,,25,24,14,36,64,20,75,31
ENSG00000257337,,76,192,38,52,136,146,77,105
ENSG00000111077,,195,379,29,252,537,400,212,170
ENSG00000167778,,355,561,227,553,1004,590,448,366
ENSG00000167779,,98,190,32,126,174,82,82,94
ENSG00000167780,,0,8,0,0,0,0,0,0
ENSG00000258016,,0,0,0,0,0,0,0,0
ENSG00000257790,,2,1,0,8,0,3,0,0
ENSG00000139631,,36,185,87,83,206,199,80,102
ENSG00000257808,,2,0,0,0,0,0,0,0
ENSG00000139651,,328,686,183,491,1226,848,454,349
ENSG00000139626,,20,84,14,18,136,49,14,34
ENSG00000172819,,416,1025,176,498,1465,866,657,471
ENSG00000182544,,167,512,118,299,683,366,276,197
ENSG00000135476,,417,495,120,651,772,633,184,441
ENSG00000123349,,325,605,377,369,1621,657,551,393
ENSG00000257605,,6,38,0,0,12,10,16,9
ENSG00000139637,,127,278,138,194,431,225,267,161
ENSG00000094914,,232,278,76,187,557,332,231,248
ENSG00000170374,,0,0,0,0,2,0,28,4
ENSG00000185591,,981,2693,447,1680,3741,2090,1944,1568
ENSG00000135409,,0,0,0,0,0,0,0,0
ENSG00000205352,,358,695,189,287,903,829,454,556
ENSG00000197111,,584,1324,212,897,1960,1025,873,723
ENSG00000273658,,0,12,0,6,0,12,0,0
ENSG00000139625,,158,184,52,139,293,227,109,88
ENSG00000270175,,0,0,0,10,0,0,0,0
ENSG00000139546,,281,359,175,413,780,387,235,205
ENSG00000267281,,4,0,2,4,5,9,0,0
ENSG00000170653,,81,167,58,108,317,158,103,150
ENSG00000257550,,0,0,0,4,0,0,0,0
ENSG00000275488,,0,0,0,0,0,2,14,14
ENSG00000135390,,598,1320,462,922,2718,1382,880,857
ENSG00000012822,,213,728,212,340,849,698,423,353
ENSG00000123364,,0,0,0,0,0,0,0,0
ENSG00000228630,,0,0,0,0,0,0,10,0
ENSG00000123388,,0,0,0,0,5,7,0,0
ENSG00000251151,,0,0,0,0,14,0,0,0
ENSG00000197757,,0,0,0,2,0,12,0,22
ENSG00000250133,,0,2,0,24,23,8,8,0
ENSG00000180806,,32,0,4,70,28,72,24,22
ENSG00000250451,,0,40,4,0,2,0,0,0
ENSG00000037965,,1,0,0,0,19,2,0,26
ENSG00000198353,,0,0,1,0,0,0,0,12
ENSG00000260597,,0,10,8,0,0,0,0,0
ENSG00000172789,,0,0,0,0,0,12,0,0
ENSG00000207571,,0,0,0,0,0,0,0,0
ENSG00000248265,,0,0,0,0,0,18,0,0
ENSG00000250432,,0,0,0,8,0,0,0,0
ENSG00000250742,,10,4,0,0,12,6,22,26
ENSG00000260470,,0,6,0,6,32,22,10,12
ENSG00000257534,,0,8,0,0,25,10,0,0
ENSG00000248576,,0,0,0,0,2,0,0,6
ENSG00000123415,,201,616,223,247,867,454,335,345
ENSG00000094916,,1282,2127,486,1914,3311,2663,893,1081
ENSG00000241785,,1,5,1,0,10,1,0,0
ENSG00000257596,,0,12,0,6,20,2,0,15
ENSG00000258344,,32,8,20,20,52,6,10,18
ENSG00000135486,,1354,1779,629,1887,3977,2331,1134,1198
ENSG00000123405,,0,0,0,0,0,0,0,0
ENSG00000111481,,378,808,212,673,1529,840,651,483
ENSG00000199122,,0,0,0,0,0,0,4,0
ENSG00000264028,,0,0,0,0,24,24,14,0
ENSG00000258137,,0,0,8,0,0,0,0,0
ENSG00000258086,,0,0,0,11,0,0,0,0
ENSG00000161642,,28,30,10,51,152,3,22,17
ENSG00000161638,,959,2704,459,1699,3656,2055,1363,1702
ENSG00000123360,,0,0,0,0,0,0,0,0
ENSG00000135426,,0,0,0,0,0,0,0,0
ENSG00000205329,,0,0,0,0,4,0,0,0
ENSG00000179899,,1,8,4,16,41,10,8,1
ENSG00000272837,,0,0,0,0,0,0,0,0
ENSG00000170439,,49,362,149,233,934,391,185,273
ENSG00000135424,,28,112,51,103,293,118,52,80
ENSG00000258311,,6,37,0,6,24,20,37,32
ENSG00000135441,,114,182,51,109,164,112,64,59
ENSG00000135437,,0,79,0,4,44,49,54,46
ENSG00000135404,,3037,8296,2145,4435,13663,7708,5443,4488
ENSG00000258056,,0,118,55,107,159,72,60,51
ENSG00000258045,,0,3,0,0,0,2,18,4
ENSG00000257384,,0,16,0,2,16,4,0,0
ENSG00000135414,,189,467,92,365,597,435,254,252
ENSG00000205323,,38,40,2,35,31,6,20,34
ENSG00000257390,,0,10,4,0,0,0,0,0
ENSG00000257509,,0,18,0,16,28,0,0,16
ENSG00000123353,,69,153,22,89,280,129,57,75
ENSG00000135392,,223,377,93,201,708,442,221,269
ENSG00000182796,,32,213,38,18,205,85,34,44
ENSG00000123342,,0,2,0,0,1,12,0,6
ENSG00000257569,,0,4,0,0,0,12,0,0
ENSG00000170473,,150,368,123,261,488,288,218,198
ENSG00000065357,,22,104,24,28,32,36,29,99
ENSG00000273973,,0,0,0,0,0,0,0,0
ENSG00000185664,,0,12,12,2,2,26,0,4
ENSG00000123374,,173,253,80,215,357,311,149,129
ENSG00000111540,,535,1075,266,796,2165,1260,819,573
ENSG00000237493,,0,0,7,0,2,8,8,0
ENSG00000139531,,184,844,124,434,947,442,358,500
ENSG00000123411,,74,291,64,61,253,118,95,147
ENSG00000273890,,0,15,0,0,0,0,0,0
ENSG00000197728,,119,173,60,145,235,193,115,73
ENSG00000065361,,413,1337,366,618,3275,1367,864,656
ENSG00000170515,,282,618,83,480,895,721,378,243
ENSG00000229117,,141,227,79,270,774,437,285,276
ENSG00000135482,,38,56,0,102,186,59,30,24
ENSG00000139641,,660,1468,455,1191,2566,1839,864,989
ENSG00000258345,,0,0,0,0,1,0,0,0
ENSG00000258317,,0,24,0,12,12,0,2,0
ENSG00000257809,,0,2,0,0,0,0,2,0
ENSG00000196465,,79,260,5,124,441,199,74,148
ENSG00000092841,,464,1147,461,831,2365,1287,851,945
ENSG00000258199,,6,7,8,2,10,22,14,12
ENSG00000139613,,819,1669,599,1416,2398,1791,1351,784
ENSG00000181852,,124,383,49,163,605,402,273,145
ENSG00000139579,,217,417,90,242,968,369,328,305
ENSG00000139540,,10,0,6,6,7,0,6,14
ENSG00000139645,,771,2266,626,1428,3283,2073,1354,1400
ENSG00000135469,,36,82,28,85,229,100,61,8
ENSG00000258260,,0,0,0,0,0,0,16,0
ENSG00000062485,,648,1486,488,1113,2722,1612,822,941
ENSG00000257303,,8,22,0,56,21,2,17,5
ENSG00000257740,,0,1,0,0,4,0,0,0
ENSG00000257727,,80,134,45,31,185,53,64,76
ENSG00000135473,,68,475,94,119,671,324,135,157
ENSG00000110944,,0,22,0,18,12,0,14,0
ENSG00000170581,,263,660,339,495,790,633,613,326
ENSG00000252206,,0,6,0,4,0,0,3,0
ENSG00000175336,,0,0,0,0,0,0,26,0
ENSG00000259099,,0,0,0,0,0,0,1,0
ENSG00000276272,,0,0,0,0,2,0,0,0
ENSG00000274569,,0,0,0,0,32,0,18,0
ENSG00000111602,,481,815,397,556,1068,786,345,591
ENSG00000135517,,0,2,0,0,0,0,0,0
ENSG00000176422,,35,153,33,37,167,226,99,103
ENSG00000135423,,0,0,0,0,1,0,0,0
ENSG00000257576,,1,31,2,1,4,10,80,0
ENSG00000076067,,184,469,138,195,621,427,266,328
ENSG00000076108,,1603,3434,870,2566,5125,2685,2764,2283
ENSG00000110955,,2056,4292,1287,2690,7786,4437,2329,2414
ENSG00000207031,,34,82,38,59,115,74,58,32
ENSG00000110958,,2012,3033,1008,2494,5353,3439,2512,1685
ENSG00000241217,,0,8,0,2,13,10,0,0
ENSG00000196531,,1312,2435,800,1468,3855,2494,1646,1252
ENSG00000198056,,48,54,2,57,66,30,50,12
ENSG00000025423,,0,0,0,6,5,3,4,0
ENSG00000278400,,0,0,1,0,0,0,0,0
ENSG00000139547,,0,36,0,0,0,18,0,0
ENSG00000278399,,0,0,1,0,0,0,3,0
ENSG00000166856,,0,5,0,0,0,18,2,0
ENSG00000258442,,0,0,0,0,0,0,0,0
ENSG00000278930,,6,0,0,0,1,8,0,0
ENSG00000166860,,158,199,113,124,415,237,202,162
ENSG00000166866,,0,0,8,0,2,2,0,0
ENSG00000166881,,395,391,57,585,529,426,306,404
ENSG00000166886,,269,797,166,527,1417,876,395,477
ENSG00000166888,,898,2630,919,1601,4796,2096,1771,1563
ENSG00000123384,,4218,12224,2595,6607,15287,9761,8034,6189
ENSG00000259125,,0,0,0,0,14,8,20,16
ENSG00000221365,,0,0,0,0,0,0,0,0
ENSG00000182379,,217,220,55,196,106,223,87,202
ENSG00000182199,,964,1893,548,1467,3404,1868,1653,1178
ENSG00000276727,,0,0,0,3,2,0,0,0
ENSG00000185633,,393,456,206,340,550,583,209,255
ENSG00000185482,,12,20,9,13,2,19,28,26
ENSG00000179912,,206,649,94,373,1063,657,499,460
ENSG00000201198,,0,2,0,20,0,0,14,0
ENSG00000258001,,0,0,0,0,0,0,0,0
ENSG00000175189,,0,0,0,0,0,0,0,6
ENSG00000139269,,0,28,0,2,8,3,69,31
ENSG00000111087,,2,2,0,0,1,14,0,0
ENSG00000166986,,686,1923,686,1252,3252,2125,1248,1184
ENSG00000175197,,39,213,36,106,254,226,183,93
ENSG00000208028,,0,40,0,0,30,12,2,0
ENSG00000166987,,234,1052,186,559,1200,936,628,428
ENSG00000175203,,204,771,210,549,1684,653,574,462
ENSG00000155980,,0,0,0,0,0,0,0,0
ENSG00000166908,,359,541,163,358,1107,784,593,226
ENSG00000178498,,0,0,0,0,0,0,0,0
ENSG00000240771,,0,0,0,0,2,0,0,0
ENSG00000224713,,0,0,0,0,0,0,0,0
ENSG00000135454,,70,68,28,42,164,56,12,33
ENSG00000135506,,495,1270,285,677,1782,1063,791,626
ENSG00000135439,,0,14,0,4,2,0,4,28
ENSG00000255737,,0,0,0,0,0,0,0,0
ENSG00000135452,,76,338,79,66,404,197,199,170
ENSG00000135446,,627,1253,251,826,2256,1126,867,716
ENSG00000139266,,12,83,10,59,246,86,41,108
ENSG00000111012,,2,10,0,0,6,22,31,42
ENSG00000037897,,9,91,34,18,177,51,82,80
ENSG00000123427,,38,210,68,120,288,179,132,98
ENSG00000266465,,0,0,0,6,0,0,30,0
ENSG00000123297,,60,176,44,46,313,203,123,68
ENSG00000135407,,0,66,0,10,70,56,2,0
ENSG00000270039,,2,0,0,0,0,0,0,16
ENSG00000269903,,0,0,0,0,0,0,0,0
ENSG00000175215,,1012,2612,576,1308,4429,2045,1997,1275
ENSG00000207789,,0,16,0,0,0,9,0,0
ENSG00000257953,,0,17,0,0,24,0,4,16
ENSG00000245651,,0,0,0,0,0,0,0,0
ENSG00000273805,,2,0,0,0,8,0,0,0
ENSG00000257698,,6,7,10,11,35,53,3,5
ENSG00000166896,,6,0,1,1,4,3,4,0
ENSG00000279134,,0,0,1,0,2,0,0,0
ENSG00000258133,,0,0,0,0,12,0,0,0
ENSG00000258231,,8,0,0,0,0,11,0,0
ENSG00000257259,,0,0,0,24,0,2,2,0
ENSG00000139263,,348,740,255,455,1680,820,483,488
ENSG00000257443,,4,15,0,0,0,0,0,0
ENSG00000118596,,0,0,0,0,0,0,0,0
ENSG00000237176,,0,0,0,0,0,0,0,0
ENSG00000198673,,29,14,0,12,4,0,14,0
ENSG00000135655,,64,413,32,175,593,205,177,206
ENSG00000200814,,0,0,0,12,0,0,0,0
ENSG00000275881,,0,0,0,4,0,2,0,0
ENSG00000061987,,688,1016,261,774,1677,711,735,711
ENSG00000257568,,0,0,0,0,0,20,0,17
ENSG00000221949,,15,182,43,34,226,113,164,69
ENSG00000257354,,11,39,4,20,33,40,11,38
ENSG00000199179,,0,2,0,0,2,0,4,0
ENSG00000275180,,0,68,0,16,69,70,0,31
ENSG00000111110,,483,946,187,754,793,785,559,637
ENSG00000241941,,0,4,0,6,8,0,0,0
ENSG00000213352,,0,6,0,2,0,2,8,0
ENSG00000200296,,0,1,0,0,0,0,0,0
ENSG00000139239,,123,270,90,264,656,314,197,202
ENSG00000166148,,0,0,0,16,12,0,0,0
ENSG00000177990,,0,0,0,0,0,0,0,0
ENSG00000249753,,0,0,0,0,0,2,0,5
ENSG00000255583,,0,0,0,0,0,0,0,0
ENSG00000118600,,96,289,89,58,209,165,105,146
ENSG00000255642,,11,15,0,6,21,5,8,0
ENSG00000196935,,244,494,194,297,800,455,338,399
ENSG00000242087,,0,0,0,0,0,0,0,0
ENSG00000256571,,10,12,0,14,4,0,6,0
ENSG00000256399,,0,12,0,12,2,0,0,2
ENSG00000255780,,0,0,0,0,0,0,0,2
ENSG00000255886,,0,10,0,0,8,0,0,0
ENSG00000255817,,0,4,0,0,0,0,0,0
ENSG00000174206,,89,250,81,126,398,179,88,51
ENSG00000243024,,0,8,0,0,0,0,5,14
ENSG00000185306,,4,31,0,0,42,0,0,1
ENSG00000256293,,0,7,0,0,4,8,2,2
ENSG00000184575,,1401,3303,873,1667,4596,2817,2421,1636
ENSG00000255566,,4,4,5,5,20,2,18,12
ENSG00000277895,,0,0,0,0,10,0,0,0
ENSG00000183735,,174,221,205,202,321,374,265,147
ENSG00000153179,,800,1953,426,983,2667,1948,1097,1019
ENSG00000207546,,0,0,0,0,11,0,0,0
ENSG00000225195,,0,8,0,9,6,32,14,5
ENSG00000256314,,28,37,0,0,13,11,10,6
ENSG00000280181,,0,7,0,0,0,0,0,0
ENSG00000135677,,1176,5072,1243,2167,7205,3857,3192,2569
ENSG00000215159,,0,0,0,0,10,0,0,0
ENSG00000111490,,156,299,60,124,354,141,103,82
ENSG00000243020,,34,0,0,12,0,0,0,6
ENSG00000255693,,0,0,0,0,21,0,0,0
ENSG00000174106,,329,441,164,358,815,654,323,471
ENSG00000276853,,16,4,0,0,40,20,0,0
ENSG00000174099,,36,53,0,18,77,88,34,0
ENSG00000250280,,0,0,0,2,2,14,0,0
ENSG00000215208,,0,0,0,0,0,0,0,0
ENSG00000250748,,3,0,0,0,0,0,0,0
ENSG00000255866,,0,0,0,0,0,0,0,0
ENSG00000256268,,2,0,0,0,0,0,0,0
ENSG00000213344,,0,0,0,0,0,0,0,0
ENSG00000241749,,10,44,10,72,39,104,104,89
ENSG00000149948,,251,412,178,280,842,510,272,313
ENSG00000277945,,0,0,0,20,0,0,0,0
ENSG00000197301,,39,167,33,78,129,106,60,105
ENSG00000256083,,10,0,0,6,15,0,0,0
ENSG00000221807,,0,0,0,0,1,0,2,0
ENSG00000139233,,148,131,103,170,333,293,257,205
ENSG00000239335,,0,0,0,0,4,12,0,0
ENSG00000155957,,275,301,60,220,542,556,3752,28
ENSG00000225422,,12,27,26,4,45,4,1,8
ENSG00000127311,,40,67,16,109,150,144,137,119
ENSG00000155974,,55,58,19,26,94,153,30,62
ENSG00000256420,,0,2,0,26,0,0,4,0
ENSG00000256248,,2,8,2,18,32,2,6,0
ENSG00000257083,,0,18,0,0,0,0,6,0
ENSG00000279310,,0,13,0,0,0,0,0,0
ENSG00000237766,,0,4,0,0,0,0,0,0
ENSG00000111530,,905,1926,354,1310,2533,1847,1407,986
ENSG00000256355,,0,8,0,0,0,0,0,0
ENSG00000127334,,936,1637,378,957,2155,1239,1317,1063
ENSG00000235872,,1,9,0,0,0,0,7,0
ENSG00000255970,,6,0,0,0,0,18,0,0
ENSG00000111554,,96,81,24,102,191,154,41,81
ENSG00000251301,,0,0,0,0,0,0,0,0
ENSG00000240087,,2,2,2,1,43,8,9,0
ENSG00000127314,,561,1099,307,711,1571,1000,1287,790
ENSG00000234040,,8,12,2,0,1,41,8,28
ENSG00000206650,,0,10,0,0,18,0,49,8
ENSG00000234925,,3,50,2,2,22,2,12,2
ENSG00000247363,,12,0,0,0,0,0,0,6
ENSG00000241825,,0,0,0,0,0,0,4,0
ENSG00000111581,,323,322,118,373,720,508,333,265
ENSG00000233560,,2,0,0,0,40,24,36,10
ENSG00000175782,,135,250,22,75,348,176,175,161
ENSG00000256678,,0,0,0,2,0,0,8,0
ENSG00000135679,,383,1230,189,552,1441,725,755,557
ENSG00000256325,,10,18,2,8,14,10,0,38
ENSG00000135678,,14,0,0,0,0,0,14,0
ENSG00000252770,,0,0,0,0,0,0,0,0
ENSG00000257289,,0,0,0,0,0,0,0,0
ENSG00000111605,,587,856,245,804,1478,926,879,678
ENSG00000257818,,2,0,0,10,0,12,0,0
ENSG00000127337,,67,141,49,82,280,146,78,94
ENSG00000266185,,0,0,0,0,0,0,1,0
ENSG00000166225,,236,254,48,73,412,217,276,159
ENSG00000166226,,350,860,179,568,1023,977,520,407
ENSG00000127328,,173,318,66,153,271,114,181,25
ENSG00000257815,,4,14,0,3,8,0,2,0
ENSG00000257139,,0,0,0,0,0,1,0,1
ENSG00000111596,,142,585,133,375,813,488,580,335
ENSG00000279530,,18,48,12,25,8,10,4,30
ENSG00000135643,,16,9,16,41,30,30,23,10
ENSG00000258168,,0,4,0,0,1,0,6,16
ENSG00000127329,,73,110,39,131,200,121,24,37
ENSG00000153233,,46,129,36,58,155,77,20,60
ENSG00000257302,,0,2,4,2,26,6,8,2
ENSG00000258053,,0,0,0,0,9,0,0,0
ENSG00000127324,,4,0,0,0,44,14,0,4
ENSG00000139292,,0,0,0,0,0,0,0,0
ENSG00000133858,,231,535,160,259,897,474,410,302
ENSG00000212461,,3,42,0,0,0,4,0,14
ENSG00000173451,,24,55,38,10,37,18,30,14
ENSG00000139291,,41,102,80,139,257,194,50,60
ENSG00000080371,,554,1344,370,814,1964,1213,761,637
ENSG00000121749,,197,628,120,156,586,399,359,249
ENSG00000257802,,24,23,0,4,20,2,0,38
ENSG00000258115,,0,0,0,0,0,0,0,0
ENSG00000072657,,0,0,0,0,0,0,0,0
ENSG00000236333,,0,0,0,0,0,0,0,0
ENSG00000258123,,0,0,0,0,0,0,0,0
ENSG00000201809,,0,10,0,0,0,0,0,0
ENSG00000251138,,0,12,0,10,0,0,0,0
ENSG00000258320,,0,22,28,20,0,12,10,16
ENSG00000257183,,0,30,0,0,0,0,0,0
ENSG00000253719,,339,627,219,399,1415,559,557,498
ENSG00000254451,,0,0,0,0,0,0,0,0
ENSG00000180881,,6,42,28,6,14,28,20,5
ENSG00000273987,,0,0,0,0,0,0,0,8
ENSG00000173401,,0,0,0,2,8,0,14,0
ENSG00000180481,,0,0,0,0,0,15,0,0
ENSG00000139278,,14,28,18,54,52,72,48,28
ENSG00000257497,,0,0,0,0,0,0,1,0
ENSG00000111615,,202,420,40,261,642,439,267,166
ENSG00000258077,,0,0,0,0,28,2,6,6
ENSG00000258245,,0,0,0,0,10,0,0,0
ENSG00000251893,,6,0,0,0,0,0,0,0
ENSG00000258088,,0,0,0,0,0,0,0,0
ENSG00000243420,,0,0,0,0,2,0,0,0
ENSG00000139289,,4166,11481,2081,6049,13972,7587,9521,6751
ENSG00000257453,,0,0,0,0,0,0,0,0
ENSG00000187109,,1595,2798,684,1961,4170,2559,2239,1769
ENSG00000257219,,0,0,0,0,0,0,0,0
ENSG00000179941,,47,102,20,53,180,80,64,60
ENSG00000091039,,753,1389,346,979,1906,1276,922,832
ENSG00000243071,,4,4,0,0,0,0,0,2
ENSG00000186908,,122,333,80,185,523,188,206,231
ENSG00000175183,,14,0,14,12,82,11,36,14
ENSG00000257910,,0,0,0,0,5,0,0,0
ENSG00000165891,,184,457,116,176,545,347,367,118
ENSG00000231121,,0,8,0,43,7,2,0,16
ENSG00000067798,,144,305,144,267,465,266,127,247
ENSG00000258225,,0,0,0,0,0,0,0,0
ENSG00000257220,,0,0,0,16,0,0,0,0
ENSG00000257564,,0,0,0,0,2,15,0,0
ENSG00000067715,,108,126,105,86,214,79,102,64
ENSG00000257191,,0,7,0,0,0,0,0,0
ENSG00000257894,,0,0,2,0,0,0,16,0
ENSG00000238890,,0,14,0,0,0,0,0,0
ENSG00000221788,,0,0,0,0,0,0,0,0
ENSG00000257604,,0,0,10,0,0,0,0,0
ENSG00000257474,,0,14,0,0,0,2,0,0
ENSG00000257956,,0,0,0,0,2,0,0,0
ENSG00000177425,,834,1312,400,788,1794,1096,878,736
ENSG00000258048,,20,8,0,6,21,0,20,10
ENSG00000058272,,386,701,200,520,1277,764,352,397
ENSG00000277130,,18,0,18,4,0,14,0,0
ENSG00000258044,,26,13,0,0,3,5,0,9
ENSG00000257557,,4,0,0,16,0,0,6,0
ENSG00000230291,,18,36,21,17,65,57,16,5
ENSG00000165899,,0,0,0,6,0,0,0,0
ENSG00000111052,,0,12,0,0,18,0,6,2
ENSG00000111058,,0,34,0,0,2,0,0,2
ENSG00000139220,,0,0,0,0,0,0,0,0
ENSG00000257467,,0,0,0,0,0,0,0,0
ENSG00000257609,,0,0,0,0,0,0,0,0
ENSG00000133773,,172,187,70,209,511,325,170,168
ENSG00000127720,,0,22,0,14,61,12,7,28
ENSG00000258170,,0,0,0,0,4,0,0,0
ENSG00000179104,,263,419,78,317,895,442,459,307
ENSG00000258073,,0,0,0,0,0,0,0,0
ENSG00000231738,,0,0,0,0,0,0,0,0
ENSG00000133640,,0,13,0,32,16,8,22,12
ENSG00000180318,,0,28,0,0,0,4,0,16
ENSG00000258815,,33,30,0,6,3,36,10,14
ENSG00000257855,,0,14,0,0,0,0,0,0
ENSG00000198774,,2,77,10,34,30,8,12,19
ENSG00000182050,,4,1,0,28,12,0,0,0
ENSG00000258128,,0,0,0,0,0,0,0,0
ENSG00000133641,,82,221,118,102,438,170,162,109
ENSG00000198707,,126,314,153,253,343,223,170,134
ENSG00000257752,,0,2,6,0,2,0,0,0
ENSG00000139324,,203,318,78,284,491,139,195,281
ENSG00000199245,,0,12,0,0,0,0,0,0
ENSG00000049130,,389,288,110,548,688,601,145,431
ENSG00000278011,,0,0,0,16,0,0,0,0
ENSG00000257156,,0,0,0,0,0,0,0,11
ENSG00000257820,,0,0,0,0,0,0,7,0
ENSG00000139318,,528,983,310,523,1777,990,443,395
ENSG00000274021,,3,33,1,19,109,71,2,40
ENSG00000271327,,16,15,6,28,48,0,45,18
ENSG00000271259,,0,6,0,0,0,0,0,0
ENSG00000139323,,156,220,39,186,448,303,172,190
ENSG00000226982,,0,6,3,0,26,0,6,0
ENSG00000259075,,0,5,0,0,10,0,0,0
ENSG00000257594,,42,130,30,31,186,124,85,107
ENSG00000270344,,10,52,0,3,46,19,3,2
ENSG00000258302,,0,4,0,14,0,0,0,0
ENSG00000070961,,739,1372,451,1011,1852,1138,805,908
ENSG00000271614,,13,54,8,51,98,64,44,24
ENSG00000258290,,0,0,7,0,0,0,0,0
ENSG00000257194,,0,0,0,0,0,0,0,0
ENSG00000196243,,22,0,0,0,0,0,0,0
ENSG00000139329,,14,42,31,28,161,33,83,64
ENSG00000011465,,0,24,0,0,0,30,6,0
ENSG00000258125,,44,253,58,125,206,140,60,73
ENSG00000258224,,0,10,0,20,0,20,0,0
ENSG00000257893,,0,42,10,44,108,15,34,57
ENSG00000257863,,7,0,0,2,14,8,0,6
ENSG00000257242,,0,0,0,0,0,0,2,6
ENSG00000133639,,318,904,220,445,967,623,380,493
ENSG00000245904,,0,12,2,0,6,0,0,0
ENSG00000239201,,0,0,0,0,0,14,0,0
ENSG00000205056,,16,0,0,0,0,0,0,0
ENSG00000187510,,0,0,0,16,0,0,0,0
ENSG00000102189,,203,277,114,352,607,198,235,194
ENSG00000258012,,0,8,11,0,25,6,0,0
ENSG00000257195,,0,0,0,0,16,2,0,0
ENSG00000256393,,15,1,0,0,24,6,20,0
ENSG00000257512,,0,19,0,0,38,4,0,0
ENSG00000257252,,12,0,6,2,24,0,0,0
ENSG00000173598,,596,1117,443,607,2291,1257,1146,792
ENSG00000177889,,460,558,73,371,1152,732,283,397
ENSG00000198015,,614,1026,249,708,1857,1099,709,752
ENSG00000246985,,24,15,0,75,8,66,4,12
ENSG00000120833,,274,209,24,293,174,177,78,116
ENSG00000186076,,64,157,22,29,117,56,21,8
ENSG00000169372,,42,75,42,78,99,103,42,26
ENSG00000258274,,0,0,0,0,0,0,6,0
ENSG00000264978,,0,0,0,0,8,0,0,0
ENSG00000258303,,8,0,0,0,0,0,0,0
ENSG00000257283,,0,0,0,0,0,0,0,0
ENSG00000271382,,0,0,0,0,0,0,0,0
ENSG00000136040,,0,26,0,50,30,10,0,34
ENSG00000258365,,0,0,0,0,12,0,0,0
