Name	DESCRIPTION	Control	15c	15c	Control	15an	15a	15an	15a
ENSG00000253986		0	0	0	1	0	0	0	0
SLC25A37		204	587	101	432	1030	644	576	394
NKX3-1		0	0	0	0	14	0	2	1
NKX2-6		0	0	0	0	0	0	0	0
ENSG00000253471		0	0	0	0	0	0	0	0
ENSG00000254002		0	0	0	0	0	0	0	0
STC1		0	0	0	0	0	0	0	0
RNU1-148P		1	0	0	0	0	0	0	0
ENSG00000253891		0	0	0	0	0	0	0	0
ADAM28		125	164	28	114	238	76	116	97
ADAM7-AS1		0	1	0	4	0	0	0	0
ADAMDEC1		0	0	0	0	0	0	0	0
ADAM7		0	0	0	0	0	0	0	0
ENSG00000272163		0	0	0	0	0	0	0	0
NEFM		0	0	0	0	0	0	0	0
NEFL		0	0	0	0	0	0	0	0
ENSG00000253832		0	0	0	0	0	0	0	0
DOCK5		362	618	177	432	1007	608	542	311
MIR6876		0	0	0	0	0	0	0	0
GNRH1		0	6	0	0	2	0	24	10
ENSG00000253476		0	0	0	0	0	6	0	0
KCTD9		162	144	6	110	390	131	167	58
CDCA2		341	155	48	247	276	282	108	255
ENSG00000253100		0	0	0	0	0	0	0	0
EBF2		0	0	16	0	0	0	0	0
PPP2R2A		237	306	76	420	609	301	170	213
SDAD1P1		0	4	0	0	28	0	0	8
BNIP3L		427	638	162	526	1297	841	460	345
ENSG00000253430		6	8	0	0	0	0	45	9
DNAJB6P2		0	0	0	0	0	0	0	0
ENSG00000254362		0	8	0	0	0	0	0	0
PNMA2		0	16	0	16	3	0	2	10
DPYSL2		693	1443	354	935	1890	960	771	717
PSME2P5		0	0	0	0	0	0	0	0
ADRA1A		0	0	0	0	0	0	0	0
ENSG00000275115		0	0	1	0	0	0	0	0
ENSG00000253899		0	0	0	4	0	0	0	0
TRIM35		141	258	91	183	366	108	148	228
PTK2B		166	331	75	197	489	261	187	184
CHRNA2		0	4	0	0	22	0	0	0
EPHX2		22	54	0	22	58	0	22	13
CLU		1069	1655	224	1567	2413	1508	1135	1185
SCARA3		228	131	19	302	290	149	78	129
CCDC25		30	79	10	53	94	97	105	68
ENSG00000253875		0	0	0	25	8	2	0	14
ESCO2		79	76	18	112	137	132	33	69
PBK		79	142	28	169	170	157	29	176
SCARA5		0	0	0	0	0	0	0	0
NUGGC		0	0	0	0	0	1	0	0
ELP3		104	163	104	146	401	291	142	48
ZNF395		313	544	164	348	1055	551	374	159
FBXO16		0	0	0	0	0	0	0	0
FZD3		0	34	0	13	38	2	0	20
RNA5SP259		0	1	0	0	0	0	0	0
EXTL3		293	780	167	404	1204	579	383	501
EXTL3-AS1		0	4	0	2	6	0	22	10
INTS9		39	55	28	81	176	68	13	15
INTS9-AS1		0	0	0	0	0	6	4	0
RPL36AP32		0	0	0	14	0	0	0	0
HMBOX1		77	175	62	135	401	259	224	148
ENSG00000273710		12	0	0	0	24	0	2	6
HMBOX1-IT1		0	0	0	0	0	0	0	0
ENSG00000259366		20	22	0	28	38	12	29	4
KIF13B		326	330	117	238	764	420	380	283
HMGB1P23		0	9	0	0	0	0	0	0
DUSP4		1384	2445	791	1959	4017	2048	1434	1335
ENSG00000260253		8	0	12	2	31	33	0	0
ENSG00000253632		0	0	0	0	0	6	12	0
LINC00589		0	10	0	0	8	0	8	0
LINC02099		0	14	0	0	0	0	0	0
ENSG00000248964		0	0	0	0	4	0	0	0
MAP2K1P1		0	7	0	10	3	0	2	0
SARAF		350	544	146	374	827	516	583	364
ENSG00000272256		0	0	4	0	0	0	0	0
LEPROTL1		229	327	74	171	391	233	128	141
RPS15AP24		3	1	0	0	6	3	0	0
MBOAT4		0	0	0	0	0	0	0	0
DCTN6-DT		0	27	20	0	6	0	8	2
DCTN6		42	94	18	62	113	54	47	50
ENSG00000253708		0	0	0	0	0	0	0	0
ENSG00000272375		0	0	0	0	0	2	10	0
PPIAP84		0	0	0	0	0	0	0	0
TUBBP1		135	162	35	166	426	170	207	128
RBPMS-AS1		8	0	0	2	0	0	18	4
RBPMS		210	351	60	196	607	309	173	194
ENSG00000279041		6	18	8	37	21	68	20	20
GTF2E2		222	266	42	218	334	327	200	197
ENSG00000253112		0	18	0	0	21	0	0	0
SMIM18		0	0	0	3	18	13	0	0
RNU5A-3P		0	0	0	10	0	0	9	0
GSR		1379	2465	823	2065	5150	2969	1691	1712
UBXN8		2	20	0	0	63	0	12	10
PPP2CB		417	1091	193	686	1892	1200	508	754
TEX15		0	0	0	0	0	0	0	0
PURG		0	0	0	0	12	0	0	0
WRN		92	173	30	90	129	147	106	104
SUMO2P16		0	0	0	0	2	0	0	0
ENSG00000253961		0	0	0	0	0	0	34	3
KCTD9P6		0	0	0	0	0	0	0	0
ENSG00000254095		0	0	0	0	0	0	0	0
ENSG00000264794		0	0	0	0	0	0	0	0
NRG1		26	88	6	36	36	67	20	8
ENSG00000272327		16	0	16	32	16	0	8	8
ENSG00000247134		20	16	0	4	1	4	22	14
ENSG00000272338		0	4	0	25	0	0	0	0
FUT10		24	77	4	53	152	106	114	83
ENSG00000254061		0	0	0	0	6	2	12	0
TTI2		23	86	2	34	180	91	74	92
MAK16		74	108	74	84	232	160	44	45
RNF122		40	98	0	10	40	113	28	61
DUSP26		0	0	0	0	0	0	0	0
ENSG00000253642		0	4	0	0	0	0	0	0
RN7SL457P		0	1	0	0	0	0	0	0
VENTXP5		0	0	0	0	0	0	0	0
RPL6P22		0	0	0	0	1	0	0	1
ENSG00000254194		0	0	0	0	0	0	0	0
ENSG00000254302		0	0	0	0	0	0	0	0
ENSG00000253108		0	0	0	0	0	0	0	12
RPL10AP3		0	0	0	0	0	0	0	0
RPL21P80		0	0	0	2	0	0	0	1
LSM12P1		51	169	26	45	306	117	151	182
ENSG00000253524		0	0	0	0	0	0	0	0
ENSG00000273617		0	0	0	0	0	0	0	0
ENSG00000253123		0	0	0	0	0	0	0	0
ENSG00000253746		0	0	0	0	0	0	0	0
LINC01605		0	0	0	0	0	0	0	0
ENSG00000253388		0	0	0	0	0	0	0	0
ENSG00000253414		0	0	0	0	0	0	0	0
ENSG00000254290		2	0	8	0	62	60	0	32
ZNF703		102	377	58	186	577	354	301	203
ENSG00000183154		0	2	0	0	0	0	20	0
ERLIN2		200	259	108	165	647	480	403	173
ENSG00000233170		2	9	0	2	8	12	0	21
PLPBP		98	278	139	233	462	242	192	137
ADGRA2		4	26	0	4	52	34	34	28
BRF2		12	69	28	44	75	30	46	66
RAB11FIP1		239	1294	281	367	1412	804	734	577
RN7SL709P		0	0	0	0	0	0	0	0
EIF4EBP1		436	1070	173	701	1256	899	627	516
ENSG00000260949		0	0	0	2	22	8	9	2
ASH2L		83	140	42	90	301	287	53	110
ENSG00000240015		0	0	0	0	0	0	0	0
STAR		0	3	0	0	0	0	0	0
LSM1		0	96	31	60	145	80	63	98
RNU6-323P		0	0	8	0	0	0	0	0
BAG4		197	372	90	203	494	270	203	204
ENSG00000248585		0	0	28	6	2	0	0	0
DDHD2		85	259	97	108	412	291	210	110
PLPP5		187	415	36	274	452	226	300	248
NSD3		217	745	209	584	941	469	577	412
ENSG00000255487		0	0	0	0	4	0	0	0
ENSG00000254898		0	0	0	8	0	0	14	0
ENSG00000272092		0	0	4	4	31	4	0	2
LETM2		35	49	22	16	123	56	42	44
ENSG00000254981		0	0	0	0	0	0	0	0
FGFR1		0	16	0	0	3	29	0	6
ENSG00000255201		0	0	0	0	0	0	0	0
RPS20P22		0	0	0	0	0	0	0	0
RNF5P1		10	13	1	6	24	15	9	1
TACC1		549	880	189	577	1217	823	686	567
ENSG00000253586		0	0	0	0	0	0	16	24
PLEKHA2		193	423	123	303	655	539	334	289
HTRA4		0	1	0	4	0	12	0	0
TM2D2		88	138	72	111	223	195	90	56
ADAM9		1769	2327	797	2069	3827	2524	1726	1600
SNORD38D		0	0	0	0	0	0	0	0
ADAM32		0	0	0	0	3	0	0	0
IDO1		0	0	0	0	0	0	0	0
ENSG00000254287		0	0	0	0	0	0	0	0
LINC02866		0	0	0	12	0	0	0	0
TCIM		168	490	124	74	904	415	329	115
ENSG00000254143		0	0	0	0	5	0	0	0
SIRLNT		0	0	0	0	0	0	0	0
ZMAT4		6	4	0	0	8	0	2	4
SFRP1		0	0	0	0	0	0	0	0
RPS29P2		0	0	0	0	0	0	0	0
GOLGA7		134	289	184	127	579	267	184	214
KRT18P37		0	4	0	0	0	10	0	0
GINS4		73	78	6	111	131	88	45	80
GPAT4-AS1		0	0	0	0	0	6	0	0
ENSG00000253174		0	0	0	0	0	0	12	0
GPAT4		223	654	178	289	725	445	300	333
ANK1		62	142	28	99	163	100	22	2
MIR486-1		0	8	0	0	0	0	0	0
ENSG00000260588		0	0	0	0	12	4	0	0
KAT6A		334	534	114	354	685	403	486	369
ENSG00000238966		0	2	0	0	0	0	0	0
ENSG00000261449		0	0	0	0	0	0	0	2
AP3M2		49	103	10	19	94	109	59	38
PLAT		86	69	32	138	98	117	6	66
IKBKB-DT		0	2	0	0	28	0	2	0
IKBKB		261	492	67	368	726	249	368	236
POLB		70	56	14	47	129	37	114	65
RPL5P23		4	1	1	4	15	6	1	0
DKK4		0	0	0	0	6	0	0	0
VDAC3		82	208	26	195	491	252	86	184
SLC20A2		90	342	43	189	412	367	140	181
ENSG00000254131		0	0	0	0	16	2	0	0
ENSG00000254165		0	0	0	0	0	0	0	6
SMIM19		36	92	18	22	52	44	30	4
THAP1		5	84	20	26	49	76	2	66
RNF170		54	96	44	73	200	99	65	65
RN7SL806P		0	0	0	0	0	25	0	0
ENSG00000266044		0	0	0	3	0	0	0	0
HOOK3		314	872	237	444	948	673	516	351
ENSG00000202514		4	0	0	0	0	0	0	4
FNTA		248	412	126	313	844	498	409	322
RNU1-124P		0	0	0	0	0	4	0	0
POMK		100	212	71	122	369	240	152	191
ENSG00000254198		30	30	0	20	8	4	16	0
HGSNAT		249	457	257	331	1131	503	429	264
AFG3L2P1		0	1	0	0	0	0	0	0
ENSG00000254069		0	0	0	0	0	0	0	0
CYP4F44P		0	0	0	0	0	0	0	0
ASNSP1		0	0	0	0	0	0	0	0
RPL10AP2		0	1	0	2	2	2	2	0
ENSG00000255366		0	0	0	0	0	3	0	0
SPIDR		295	628	212	258	952	605	564	456
ENSG00000253330		2	20	8	2	36	18	10	7
ENSG00000269924		4	32	0	0	4	0	6	0
ENSG00000251354		0	12	0	4	22	0	22	18
ENSG00000254065		6	0	0	0	0	0	0	0
RNU6-665P		0	0	0	0	0	0	4	0
CEBPD		351	710	211	433	995	655	453	320
PRKDC		4440	7438	2273	6822	13070	8885	4895	5057
MCM4		1128	1404	444	1368	2656	1650	589	1060
UBE2V2		388	511	172	473	885	630	342	292
RNA5SP531		0	0	0	0	0	0	0	0
RPL29P19		20	0	0	4	19	0	0	0
ENSG00000279881		0	0	0	17	0	0	0	10
ENSG00000253688		0	0	0	0	0	0	0	0
LINC02599		0	0	0	0	0	0	0	0
ENSG00000253892		0	0	0	0	0	0	0	0
CLXN		0	0	0	0	0	0	0	0
SNAI2		16	10	10	0	75	20	24	0
ENSG00000253474		0	0	0	0	0	0	1	0
ENSG00000253484		0	0	0	0	0	0	0	0
SNTG1		0	0	0	0	0	0	0	0
PXDNL		0	0	0	0	2	0	0	0
BRIX1P1		0	0	0	0	0	2	0	0
ENSG00000272076		0	12	0	10	0	0	14	0
PCMTD1		125	585	137	144	665	327	318	366
ENSG00000253475		8	56	2	38	22	32	22	22
PCMTD1-DT		2	57	4	16	101	2	22	29
ST18		24	4	0	30	22	0	14	0
RB1CC1		696	1624	408	803	2342	1200	1086	725
ENSG00000271555		0	0	0	0	0	0	10	0
LINC02984		0	0	0	0	0	0	0	0
ATP6V1H		201	308	104	280	675	514	173	142
RGS20		10	106	30	65	76	22	51	23
ENSG00000272457		0	0	0	0	0	8	0	0
RPS27AP13		0	0	0	8	0	0	0	0
RNU6-1331P		0	0	0	0	0	0	4	0
TCEA1		519	846	403	555	1405	746	504	539
ENSG00000253667		16	40	0	6	20	0	2	0
ENSG00000260955		0	0	0	0	0	0	0	0
LYPLA1		604	1020	241	776	1839	1081	733	436
CRIPTOP5		2	24	0	0	6	0	12	0
MRPL15		229	310	242	245	887	386	246	161
RNU6ATAC32P		0	0	0	0	0	2	0	0
ENSG00000254142		0	0	0	0	0	0	0	0
RP1		0	0	0	0	0	0	0	0
XKR4		0	0	0	0	0	0	0	0
SBF1P1		0	0	0	0	6	0	0	0
XKR4-AS1		0	0	0	0	0	0	0	0
TMEM68		216	360	83	204	545	270	182	203
TGS1		277	395	112	242	638	261	306	281
LYN		128	371	74	195	585	538	153	195
ENSG00000254325		10	8	0	5	32	7	24	0
SNORA1B		0	0	0	0	0	1	0	0
RN7SL798P		2	0	0	0	0	13	0	0
ENSG00000271722		0	14	0	3	0	0	0	0
ENSG00000236814		18	0	4	12	12	7	0	7
RPS20		920	1443	600	1134	3236	1540	986	951
CERNA3		0	0	0	0	0	0	0	0
NPM1P21		0	0	0	0	0	0	0	0
PLAG1		215	331	36	174	335	195	203	194
CHCHD7		131	240	163	251	388	212	158	146
ENSG00000254216		0	0	0	0	0	0	3	0
SDR16C5		56	483	96	104	490	374	326	224
PENK		0	0	0	0	0	0	0	0
PENK-AS1		0	0	0	0	0	0	0	0
SEPTIN10P1		0	1	0	0	0	10	0	0
LINC00968		0	0	0	0	0	0	0	0
ENSG00000253139		0	0	0	0	0	0	0	0
RPL37P6		2	0	0	1	6	6	0	0
RNU6-13P		0	0	0	0	0	0	0	1
BPNT2		1473	2894	769	1853	4296	2495	2286	1573
LINC03018		0	0	0	0	0	0	0	0
ENSG00000253376		0	0	0	8	0	0	0	0
LINC01602		0	0	2	0	0	0	0	0
FAM110B		14	65	12	30	94	78	0	18
ENSG00000253116		0	0	0	22	0	0	0	0
UBXN2B		86	230	73	139	406	213	138	103
PTPN11P2		0	0	10	0	34	20	14	2
SDCBP		1667	3085	810	2315	4844	2493	1852	2233
NSMAF		200	481	156	323	820	440	267	301
ENSG00000242970		0	0	0	10	6	2	0	0
TOX		50	0	0	0	16	0	16	0
TOX-DT		0	12	0	16	20	0	20	0
LINC01301		0	15	0	0	10	16	10	2
RAB2A		1236	2652	716	1607	3878	2069	1819	1372
ENSG00000255321		0	0	0	20	0	0	16	3
ENSG00000228862		0	0	0	0	0	0	0	1
ENSG00000254869		0	0	0	0	0	2	0	0
CHD7		498	1104	280	726	1739	1261	757	678
ENSG00000254432		0	17	8	0	0	28	0	0
ENSG00000254777		0	0	0	0	0	0	0	0
NASPP1		1	0	0	0	0	0	0	0
CLVS1		0	2	0	7	0	3	46	10
NPM1P6		0	0	0	0	16	3	3	3
ASPH		24215	41348	12360	32236	63712	41381	23732	26483
KRT8P3		29	64	4	58	121	61	46	142
RN7SKP97		38	4	0	37	38	28	54	2
MIR4470		66	149	58	71	195	98	40	59
ENSG00000251127		36	50	54	103	50	78	34	89
LINC02842		8	14	0	4	6	5	6	28
ENSG00000253834		0	0	0	10	10	0	0	0
ENSG00000254120		0	0	0	0	4	12	0	0
C1GALT1P3		2	0	0	0	0	0	0	7
NARS1P2		6	4	0	20	0	8	32	12
ENSG00000237810		44	108	30	76	74	33	75	30
NKAIN3		28	31	32	22	52	58	15	12
ENSG00000274956		2	28	23	35	36	10	6	0
ENSG00000240915		0	0	0	0	2	0	0	0
GGH		400	193	108	448	605	473	169	287
TTPA		0	0	0	0	0	0	0	0
YTHDF3-DT		0	45	8	1	0	20	0	20
YTHDF3		796	1594	329	761	2110	1394	964	720
ENSG00000261542		10	3	22	0	28	6	2	0
BHLHE22		0	0	0	0	2	0	0	0
CYP7B1		0	0	0	0	0	1	0	0
LINC01299		0	0	2	0	0	0	0	0
ENSG00000272010		0	1	16	4	2	1	0	0
ENSG00000200714		0	0	0	40	16	0	12	13
ARMC1		259	512	84	348	621	576	293	252
MTFR1		381	768	243	601	1246	766	633	426
ENSG00000272155		0	8	0	20	16	8	16	0
PDE7A		101	270	107	227	320	263	139	238
ENSG00000253190		45	45	16	36	178	72	45	25
CRH		0	0	0	0	0	0	0	0
RRS1-DT		26	0	0	0	19	0	8	2
RRS1		195	424	169	290	858	529	214	234
ADHFE1		4	53	6	20	22	38	0	18
VXN		0	6	0	0	0	0	0	0
MYBL1		136	98	38	102	275	255	152	137
VCPIP1		561	1135	412	668	1859	1351	821	749
ENSG00000201365		20	0	0	6	0	0	0	0
ENSG00000213865		10	43	0	51	119	63	44	59
ENSG00000278888		0	10	0	14	0	0	8	76
SGK3		14	75	23	55	72	49	78	18
PTTG3P		0	0	0	1	0	12	0	0
MCMDC2		9	28	20	36	22	12	2	14
SNHG6		260	376	128	316	659	438	365	359
TCF24		0	0	0	0	6	0	0	0
COPS5		405	719	172	423	1240	686	421	434
ENSG00000266491		0	0	0	3	0	6	0	26
CSPP1		92	339	120	274	322	276	185	77
RNA5SP268		2	0	0	14	5	0	0	0
ENSG00000250869		0	2	0	2	10	6	0	0
ARFGEF1		633	1558	501	895	2632	1498	1152	700
ARFGEF1-DT		2	6	0	0	17	10	9	0
CPA6		0	0	0	0	0	0	0	0
ENSG00000221660		0	0	0	0	0	0	0	0
ENSG00000255130		0	0	0	0	0	0	0	0
TPM4P3		57	83	32	61	206	73	65	25
SLCO5A1		0	0	0	2	2	0	0	7
NCOA2		325	1027	404	676	1772	844	819	426
BTF3P12		0	0	0	0	0	0	1	0
RNY3P14		0	14	0	6	2	0	0	2
LINC03020		0	0	0	0	0	0	0	0
TRAM1		941	2439	570	1426	3987	2251	1997	1336
LACTB2-AS1		20	37	0	65	68	58	74	18
LACTB2		102	187	62	104	406	225	185	132
RN7SL19P		0	26	0	0	0	1	0	0
XKR9		24	8	28	11	8	8	10	0
MSC-AS1		82	305	36	61	267	234	207	199
MSC		369	784	182	365	1139	748	659	472
RPS20P20		0	10	0	0	6	0	8	0
TRPA1		10	28	0	0	28	11	76	35
ENSG00000253317		0	0	0	0	10	0	2	0
ENSG00000250979		0	0	0	1	0	0	0	0
TERF1		352	461	229	325	666	302	412	313
ENSG00000272254		0	0	0	0	2	0	0	12
ENSG00000253636		2	52	8	8	64	10	76	8
SBSPON		0	2	12	0	14	18	1	0
RPL7		739	1068	422	693	2271	1296	1021	780
RDH10		1032	3262	628	1304	5177	2042	2362	1609
RDH10-AS1		64	79	6	11	74	14	50	20
ENSG00000253339		0	0	0	0	0	2	0	0
STAU2-AS1		0	0	0	0	2	0	0	0
STAU2		179	237	67	161	495	245	150	93
ENSG00000254273		0	0	0	6	0	4	0	0
ENSG00000253383		0	0	0	0	20	0	0	0
VENTXP6		0	14	0	0	0	2	9	12
ENSG00000254538		5	0	0	4	0	0	2	0
UBE2W		176	355	110	236	455	308	422	232
ENSG00000253273		8	14	16	0	19	0	4	0
RN7SL760P		0	0	0	20	10	8	7	0
ELOC		446	641	257	614	1200	592	507	539
TMEM70		358	693	211	447	1254	656	421	538
DSTNP3		16	8	4	11	55	8	18	15
LY96		52	36	16	38	57	40	58	81
ENSG00000254288		0	0	0	0	10	0	0	0
JPH1		24	91	8	124	265	132	46	62
GDAP1		0	8	0	0	42	24	12	4
MIR2052HG		0	2	2	0	21	0	14	1
PCBP2P2		0	9	2	0	21	2	4	0
LINC03071		7	0	0	0	0	0	0	0
ENSG00000253706		0	0	0	0	0	0	0	0
PI15		0	0	0	9	6	2	18	0
CRISPLD1		0	0	0	0	0	0	0	0
LINC02886		0	0	0	6	0	0	0	0
CASC9		36	96	40	76	62	42	97	51
HIGD1AP6		0	0	0	4	0	0	30	0
HNF4G		145	171	26	212	474	196	191	245
ENSG00000271167		0	0	0	0	0	0	0	0
LINC01111		0	0	0	0	0	0	0	2
ZFHX4-AS1		0	0	0	0	0	2	0	0
ENSG00000253681		0	0	0	0	0	0	0	0
MRPL9P1		0	0	0	0	0	0	0	0
ZFHX4		57	173	28	70	167	94	26	55
PEX2		214	455	160	154	626	295	272	196
PKIA-AS1		12	0	0	0	0	0	0	0
PKIA		0	0	0	0	0	0	0	0
ENSG00000260398		0	0	0	0	0	0	0	0
ZC2HC1A		39	235	49	85	137	103	41	58
IL7		0	30	0	4	0	0	0	16
THAP12P7		0	0	0	8	13	0	0	2
LINC02605		0	0	0	0	0	0	2	0
HEY1		234	202	64	340	289	244	201	149
LINC01607		5	2	1	21	41	19	0	4
ENSG00000249328		0	22	10	0	15	24	0	0
MRPS28		7	144	59	72	222	58	68	48
ENSG00000276418		0	0	0	0	0	0	0	0
ENSG00000272518		2	28	6	24	38	38	4	56
ENSG00000272264		0	0	0	0	20	6	6	0
TPD52		273	691	118	333	598	389	376	352
ENSG00000254205		0	8	0	5	6	32	0	0
RN7SL41P		0	0	0	0	1	1	0	0
ENSG00000251867		0	2	0	0	4	16	18	2
ZBTB10		436	782	199	667	1035	624	593	534
ENSG00000254162		0	0	0	17	10	0	0	10
LINC02986		0	0	0	0	0	0	0	0
RPSAP47		0	10	0	0	64	0	28	24
ENSG00000253760		0	2	0	0	0	0	0	0
RN7SL107P		16	11	2	6	17	8	14	0
ZNF704		208	624	64	306	928	513	373	299
CKS1BP7		4	4	0	0	26	8	2	6
RNU11-6P		0	0	0	0	16	0	0	0
RN7SL308P		67	443	71	244	385	380	218	190
HMGB1P41		12	0	0	0	12	0	0	0
PAG1		475	900	174	609	1384	802	589	375
ENSG00000254060		0	0	0	0	9	0	0	0
ENSG00000254177		0	4	0	12	13	0	0	4
ENSG00000253214		0	0	0	0	0	4	0	0
UBE2HP1		0	0	0	0	0	1	0	0
ENSG00000272425		8	0	0	0	0	0	0	0
LNMICC		0	0	0	0	0	6	0	0
FABP5		19	9	7	19	25	20	0	7
FTH1P11		54	113	16	75	189	80	111	64
IMPA1P1		0	0	0	8	0	0	0	0
NIPA2P4		0	0	0	0	8	0	0	0
RPS26P34		0	6	0	0	6	0	0	0
IMPA1		149	278	59	208	371	236	155	115
SLC10A5		0	36	0	38	28	50	0	0
ENSG00000280193		29	28	0	30	49	3	66	8
ZFAND1		300	407	123	131	443	456	245	145
CHMP4C		171	395	90	351	639	365	331	336
SNX16		56	175	6	65	202	58	117	81
HNRNPA1P36		0	0	0	0	18	0	0	0
HNRNPA1P4		0	2	0	0	6	0	0	0
LINC01419		0	0	0	0	0	0	0	0
ENSG00000254202		0	0	0	0	0	0	0	0
LRRCC1		34	22	18	27	34	4	2	27
E2F5-DT		0	0	35	20	27	1	0	0
E2F5		89	106	44	51	229	42	110	27
ENSG00000254208		0	17	20	12	14	0	8	14
RBIS		57	242	26	163	337	88	100	34
CA13		0	0	0	0	0	0	0	0
ENSG00000258256		0	0	0	0	0	0	0	0
CA1		0	0	0	0	0	0	0	0
CA3		0	0	0	0	0	0	0	0
CA3-AS1		2	0	0	22	0	0	0	4
CA2		64	191	54	95	292	108	22	101
ENSG00000253680		0	0	0	0	1	0	0	0
REXO1L1P		0	2	0	0	14	0	0	0
ATP6V0D2		0	10	0	0	0	0	18	0
WWP1-AS1		0	5	0	29	20	25	17	26
WWP1		595	999	293	641	1547	756	835	549
RMDN1		267	428	196	271	937	646	482	379
NTAN1P2		0	14	4	0	6	11	0	0
CPNE3		411	1110	339	498	2128	916	791	557
SLC2A3P4		18	24	0	14	0	0	2	12
CNGB3		6	2	0	0	0	0	0	0
GOLGA2P1		0	0	0	0	0	2	0	0
CNBD1		0	8	0	0	0	0	0	0
ENSG00000253500		0	14	0	0	0	0	0	0
VTA1P2		0	0	0	0	0	0	0	0
IARS2P1		0	0	0	0	0	0	0	0
ENSG00000253171		0	0	0	0	0	0	0	0
MMP16		0	0	0	0	0	0	0	0
ENSG00000253553		0	0	0	0	0	0	0	0
RPSAP74		0	8	0	0	0	0	0	0
KRT8P4		14	18	16	14	4	0	0	30
PARAIL		177	179	40	133	139	125	130	84
RIPK2		278	619	143	408	1212	597	473	449
COX6B1P6		0	0	0	0	2	0	0	0
ENSG00000275103		0	0	0	0	14	0	0	0
RNU6-925P		7	0	0	6	0	24	1	4
OSGIN2		608	1576	433	953	1911	1187	804	790
NBN		400	852	208	665	1164	866	703	578
DECR1		85	240	98	66	390	157	172	59
CALB1		0	9	0	24	0	0	0	0
RNA5SP273		0	0	0	0	0	1	4	0
ENSG00000254180		20	0	0	0	0	0	0	0
LINC01030		0	0	0	0	0	0	0	0
TMEM64		424	1358	366	743	1974	1229	740	573
ENSG00000246792		0	0	2	1	0	0	10	0
NECAB1		34	55	0	7	30	22	37	0
ENSG00000254251		0	0	0	0	0	0	0	0
C8orf88		56	22	10	46	46	14	16	10
PIP4P2		88	291	91	193	260	230	113	119
ENSG00000253358		0	0	0	2	0	0	0	0
OTUD6B-AS1		88	127	14	157	330	158	113	187
OTUD6B		81	171	18	173	302	237	92	110
LRRC69		13	7	0	0	13	16	26	6
CPP		1	9	0	11	14	8	2	13
RUNX1T1		0	0	0	0	0	0	0	0
ENSG00000233778		0	0	0	0	0	0	0	0
ENSG00000248858		24	21	12	1	4	2	0	0
ENSG00000253197		0	30	0	0	4	14	25	0
TRIQK		278	369	85	126	756	314	467	195
CIBAR1-DT		0	0	0	38	0	1	0	0
CIBAR1		101	281	31	170	405	206	215	118
ENSG00000271971		8	54	0	14	86	42	7	16
ENSG00000253854		23	44	14	29	63	33	20	25
RBM12B		324	581	213	375	754	691	423	297
RBM12B-AS1		22	56	22	44	90	50	42	64
RBM12B-DT		0	0	0	0	0	0	0	0
TMEM67		35	268	56	97	332	120	214	92
ENSG00000254057		0	0	0	0	0	1	2	14
MYL12AP1		0	0	0	0	0	0	0	26
PDP1		334	972	213	335	1698	640	505	478
MIR378D2HG		6	2	0	26	10	14	0	18
PSMA2P2		7	2	0	0	0	0	0	0
RPL34P18		2	4	4	0	9	6	2	2
ENSG00000263855		0	20	0	0	0	0	0	0
ENSG00000275386		0	8	0	0	4	0	0	0
ENSG00000253585		0	0	0	6	0	0	0	0
CDH17		490	1081	340	689	2537	1005	804	493
RPL6P23		0	0	0	0	49	2	2	26
GEM		172	622	129	307	392	350	425	306
RPS4XP10		0	0	0	0	0	24	0	0
RAD54B		98	60	90	102	111	125	51	73
ENSG00000280123		92	36	18	72	68	82	52	30
VIRMA		437	1084	271	557	1409	928	880	590
ENSG00000254315		12	2	7	8	0	1	0	0
VIRMA-DT		0	18	0	10	2	0	0	0
ENSG00000253175		0	0	0	0	0	0	12	0
ENSG00000254190		0	0	0	1	0	0	0	0
ENSG00000274701		1	5	1	0	6	8	9	2
DPY19L4		389	538	246	454	914	457	371	580
INTS8		318	566	130	452	783	624	411	368
CCNE2		99	38	49	47	130	69	16	10
ENSG00000272509		0	0	0	0	2	0	0	0
ENSG00000243979		0	2	0	0	6	4	0	0
NDUFAF6		78	296	90	129	306	484	212	137
TP53INP1		167	453	205	285	705	327	414	399
ENSG00000253878		0	24	0	0	4	2	0	30
ENSG00000253528		0	0	0	0	0	0	0	0
MIR3150BHG		8	2	0	0	0	0	2	8
ENSG00000254248		0	0	0	0	0	0	0	0
PLEKHF2		187	283	42	294	347	135	144	170
CFAP418-AS1		2	0	0	10	0	0	8	2
CFAP418		48	68	16	49	76	70	80	54
ENSG00000253945		0	10	0	4	0	0	5	0
UQCRB		300	472	189	385	799	603	343	468
MTERF3		67	197	52	194	250	209	130	171
PTDSS1		353	633	276	755	1525	894	499	420
ENSG00000199732		0	0	0	0	0	0	0	0
SDC2		0	0	0	0	0	0	0	0
CPQ		4	0	8	8	16	54	14	19
TSPYL5		0	0	0	0	0	0	0	0
MTDH		1404	3261	1082	1533	4795	2848	1974	1888
LAPTM4B		990	1691	583	1397	2786	1825	1003	1259
ENSG00000270682		0	0	0	0	6	10	0	0
SUMO2P18		0	0	0	0	0	0	0	10
MATN2		26	34	32	49	41	58	30	32
RPL30		967	1456	420	866	3158	1769	1223	1075
RPL30-AS1		0	47	2	13	71	12	16	36
